AFGHANISTAN,0
ALBANIA,2045000
ALGERIA,31173000
ARGENTINA,76410463
AUSTRALIA,1629024080
AUSTRIA,13518000
AZERBAIJAN,5519798
BAHAMAS,1175000
BAHRAIN,5700000
BANGLADESH,25100000
BARBADOS,3350000
BELGIUM,181678519
BELIZE,800000
BERMUDA,0
BRAZIL,164452778
BULGARIA,8315000
BURUNDI,1000000
CANADA,4725212053
CHILE,89052629
COLOMBIA,78261169
COSTA RICA,16235000
CROATIA,225000
CZECH REPUBLIC,64869795
DENMARK,286836241
DOMINICAN REPUBLIC,913860
ECUADOR,8525000
EGYPT,111251059
EL SALVADOR,800000
ESTONIA,464815
FINLAND,104237657
FRANCE,742433525
GAMBIA,2500000
GEORGIA,100000
GERMANY,1719193280
GREECE,195540100
GUATEMALA,800000
HONDURAS,800000
HONG KONG,105562300
HUNGARY,42550000
ICELAND,1442784
INDIA,809923634
INDONESIA,15780000
IRAQ,160459324
IRELAND,34007273
ISRAEL,1835523029
ITALY,2042819690
JAMAICA,800000
JAPAN,9351847424
JORDAN,156208640
KAZAKHSTAN,0
KENYA,0
KUWAIT,233902374
LATVIA,100000
LITHUANIA,100000
LUXEMBOURG,95309448
MALAYSIA,84611187
MEXICO,1816640380
MOLDOVA,100000
MOROCCO,12969402
NEPAL,616838
NETHERLANDS,902790885
NETHERLANDS ANTILLES,8310000
NEW ZEALAND,14431000
NICARAGUA,800000
NIGERIA,438240
NORWAY,786930345
OMAN,10428650
PAKISTAN,152427353
PANAMA,800000
PERU,3155500
PHILIPPINES,55066810
POLAND,150114201
PORTUGAL,54577083
QATAR,14550000
ROMANIA,95170000
RUSSIA,26235740
SAO TOME AND PRINCIPE,500000
SAUDI ARABIA,409942893
SINGAPORE,705585341
SLOVAKIA,1744450
SLOVENIA,710550
SOUTH AFRICA,147724000
SOUTH KOREA,3171967201
SPAIN,760023650
SRI LANKA,11112000
SWEDEN,952460014
SWITZERLAND,191920917
TAJIKISTAN,15000000
THAILAND,41204740
TRINIDAD AND TOBAGO,768000
TURKEY,468277117
UGANDA,3025000
UKRAINE,53500000
UNITED ARAB EMIRATES,398662309
UNITED KINGDOM,5092789443
URUGUAY,11000000
VARIOUS,22484110915
VIETNAM,2000
